timestamp_ns,frame_index,width,height,camera_pos_x,camera_pos_y,camera_pos_z,camera_rot_qx,camera_rot_qy,camera_rot_qz,camera_rot_qw,capture_latency_ms
45307803000,0,1280,960,0.075990,0.040381,-0.133854,0.019401,-0.079418,0.014317,-0.996550,35.759
45363603000,1,1280,960,0.076074,0.042486,-0.135191,0.025046,-0.077764,0.014555,-0.996551,32.593
45406175100,2,1280,960,0.076624,0.043746,-0.135899,0.028165,-0.077352,0.015464,-0.996486,29.083
45448771200,3,1280,960,0.077066,0.044319,-0.136270,0.028125,-0.077029,0.015523,-0.996511,30.388
45498863300,4,1280,960,0.077406,0.044804,-0.136779,0.026287,-0.073590,0.015499,-0.996822,29.427
45542066400,5,1280,960,0.077316,0.044833,-0.137053,0.025318,-0.070883,0.016690,-0.997024,29.724
45585128000,6,1280,960,0.077069,0.044442,-0.137720,0.021331,-0.067113,0.017015,-0.997372,30.624
45629178300,7,1280,960,0.076497,0.044144,-0.138817,0.018529,-0.061809,0.018149,-0.997751,30.930
45673887600,8,1280,960,0.075898,0.043961,-0.139965,0.016215,-0.056911,0.018168,-0.998082,29.221
45717020000,9,1280,960,0.075243,0.043750,-0.141152,0.015869,-0.051656,0.017258,-0.998390,29.587
45761037200,10,1280,960,0.074692,0.044015,-0.142161,0.015948,-0.046721,0.016547,-0.998644,31.563
45806351500,11,1280,960,0.074185,0.044207,-0.142983,0.014650,-0.041753,0.015423,-0.998902,30.449
45849563900,12,1280,960,0.073747,0.044748,-0.143403,0.014744,-0.037245,0.015652,-0.999075,31.067
45893830500,13,1280,960,0.073288,0.045888,-0.142774,0.016666,-0.032274,0.018016,-0.999178,30.098
45936753300,14,1280,960,0.073065,0.046350,-0.142111,0.016673,-0.028638,0.019580,-0.999259,29.861
45980471800,15,1280,960,0.072783,0.046478,-0.141127,0.015385,-0.024982,0.020497,-0.999359,28.946
46023536000,16,1280,960,0.072448,0.046392,-0.139653,0.013466,-0.021044,0.022440,-0.999436,28.397
46067321700,17,1280,960,0.072093,0.045637,-0.137866,0.009430,-0.017289,0.023734,-0.999524,28.625
46109357400,18,1280,960,0.071861,0.044204,-0.136149,0.001795,-0.014125,0.023851,-0.999614,29.228
46152716800,19,1280,960,0.071662,0.042513,-0.134596,-0.007173,-0.012594,0.023269,-0.999624,29.030
46195515500,20,1280,960,0.071688,0.040435,-0.133187,-0.017791,-0.012037,0.022556,-0.999515,29.533
46238229800,21,1280,960,0.071582,0.038607,-0.131938,-0.027962,-0.012506,0.022081,-0.999287,29.358
46281474900,22,1280,960,0.071657,0.036961,-0.130364,-0.036652,-0.013048,0.022380,-0.998992,30.472
46330322600,23,1280,960,0.071649,0.035832,-0.128170,-0.042551,-0.014466,0.021441,-0.998759,29.640
46374322800,24,1280,960,0.071152,0.035492,-0.126707,-0.044172,-0.014344,0.023190,-0.998652,29.442
46417868500,25,1280,960,0.071004,0.035195,-0.125542,-0.046137,-0.015258,0.022859,-0.998557,32.379
46463870200,26,1280,960,0.070894,0.034268,-0.124384,-0.050363,-0.018363,0.022922,-0.998299,29.655
46507177400,27,1280,960,0.071490,0.033163,-0.123653,-0.054996,-0.025135,0.021484,-0.997939,29.442
46550406000,28,1280,960,0.072540,0.032366,-0.122783,-0.059433,-0.033516,0.019345,-0.997482,29.045
