timestamp_ns,frame_index,width,height,camera_pos_x,camera_pos_y,camera_pos_z,camera_rot_qx,camera_rot_qy,camera_rot_qz,camera_rot_qw,capture_latency_ms
60222571900,0,1280,960,0.078362,0.073004,-0.152121,0.173443,0.028512,0.069045,-0.982007,29.770
60265753800,1,1280,960,0.077843,0.073431,-0.152041,0.173166,0.026855,0.072866,-0.981826,29.839
60309138600,2,1280,960,0.077559,0.073635,-0.151815,0.172750,0.024529,0.073117,-0.981942,29.976
60351932900,3,1280,960,0.077111,0.073153,-0.151542,0.168332,0.020453,0.077809,-0.982442,30.930
60396704700,4,1280,960,0.076971,0.073079,-0.152830,0.163029,0.021539,0.073384,-0.983653,29.411
60444799500,5,1280,960,0.077044,0.074051,-0.154399,0.164055,0.021904,0.071892,-0.983584,31.975
60490478900,6,1280,960,0.077673,0.074289,-0.157380,0.163814,0.022905,0.068039,-0.983876,30.128
60534222800,7,1280,960,0.078564,0.075484,-0.159473,0.168769,0.021189,0.068522,-0.983043,29.556
60577647100,8,1280,960,0.079417,0.076109,-0.161691,0.171270,0.019642,0.066533,-0.982779,29.190
60621533200,9,1280,960,0.080014,0.076462,-0.164038,0.172064,0.016429,0.066125,-0.982727,28.717
60664486500,10,1280,960,0.080208,0.076484,-0.166604,0.171997,0.014092,0.062599,-0.983006,28.961
60707232600,11,1280,960,0.079868,0.075607,-0.169673,0.168428,0.015285,0.056492,-0.983975,32.578
60756088200,12,1280,960,0.078797,0.074792,-0.173036,0.168064,0.016793,0.053652,-0.984172,28.679
60797721900,13,1280,960,0.076460,0.074117,-0.178026,0.171027,0.021784,0.047250,-0.983892,29.922
60841336600,14,1280,960,0.074428,0.074044,-0.181814,0.175822,0.024102,0.045825,-0.983059,28.610
