timestamp_ns,frame_index,width,height,camera_pos_x,camera_pos_y,camera_pos_z,camera_rot_qx,camera_rot_qy,camera_rot_qz,camera_rot_qw,capture_latency_ms
2251440700,0,1280,960,0.007759,0.051193,-0.180484,0.057254,0.036686,-0.008555,-0.997649,33.455
2306661400,1,1280,960,0.007824,0.050626,-0.178968,0.052722,0.037235,-0.008772,-0.997876,24.570
2348062300,2,1280,960,0.007829,0.050102,-0.178326,0.048879,0.037945,-0.008630,-0.998046,21.606
2391807400,3,1280,960,0.007765,0.049649,-0.178109,0.046793,0.039148,-0.008594,-0.998100,21.988
2434018700,4,1280,960,0.007833,0.049433,-0.178257,0.045979,0.039615,-0.007926,-0.998125,21.841
2479623100,5,1280,960,0.008016,0.049129,-0.178727,0.044465,0.039005,-0.007262,-0.998223,21.929
2531451600,6,1280,960,0.008164,0.048891,-0.179117,0.044095,0.038071,-0.006864,-0.998278,23.533
2565506900,7,1280,960,0.008321,0.048762,-0.179525,0.044116,0.037457,-0.007284,-0.998298,22.142
2599933100,8,1280,960,0.008323,0.048655,-0.179748,0.043855,0.037316,-0.007125,-0.998315,22.511
2632819300,9,1280,960,0.008376,0.048319,-0.180143,0.043258,0.037821,-0.007121,-0.998322,22.734
2667727700,10,1280,960,0.008339,0.048206,-0.180264,0.042909,0.038276,-0.006803,-0.998322,22.861
2702335100,11,1280,960,0.008290,0.048048,-0.180395,0.041941,0.038862,-0.006374,-0.998344,22.379
2735486500,12,1280,960,0.008325,0.048015,-0.180296,0.041322,0.038636,-0.006116,-0.998380,21.549
2779901800,13,1280,960,0.008365,0.048115,-0.180063,0.041203,0.037359,-0.005833,-0.998435,22.415
2822443200,14,1280,960,0.008398,0.048373,-0.179692,0.041823,0.036953,-0.005867,-0.998424,22.257
2866135600,15,1280,960,0.008610,0.048387,-0.179248,0.041116,0.036806,-0.005697,-0.998460,21.955
2908924300,16,1280,960,0.008791,0.048358,-0.178874,0.040529,0.036452,-0.005689,-0.998497,22.032
2946494400,17,1280,960,0.008905,0.048222,-0.178530,0.039490,0.035965,-0.004854,-0.998561,23.872
2983372100,18,1280,960,0.008990,0.048180,-0.178266,0.038849,0.035619,-0.004372,-0.998601,21.231
3034211900,19,1280,960,0.009044,0.048206,-0.177713,0.038686,0.035348,-0.004225,-0.998617,21.029
3077063600,20,1280,960,0.009057,0.047921,-0.177567,0.037079,0.034902,-0.004148,-0.998694,21.278
3118016700,21,1280,960,0.009320,0.047543,-0.177439,0.035584,0.034640,-0.004007,-0.998758,21.841
3151992700,22,1280,960,0.009341,0.047371,-0.177472,0.035079,0.034521,-0.003888,-0.998781,22.015
3195435900,23,1280,960,0.009433,0.047077,-0.177660,0.033805,0.034006,-0.003380,-0.998844,20.927
