timestamp_ns,frame_index,width,height,camera_pos_x,camera_pos_y,camera_pos_z,camera_rot_qx,camera_rot_qy,camera_rot_qz,camera_rot_qw,capture_latency_ms
34155505600,19,1280,960,0.055626,0.066766,-0.158736,0.122403,0.046054,0.035058,-0.990791,30.685
34200207700,20,1280,960,0.055633,0.066545,-0.158515,0.121454,0.046153,0.034874,-0.990910,28.919
34243097600,21,1280,960,0.055526,0.066419,-0.158276,0.120855,0.046284,0.035511,-0.990955,29.137
34285290000,22,1280,960,0.055726,0.066256,-0.158118,0.120463,0.046426,0.035469,-0.990997,28.954
34327458500,23,1280,960,0.055869,0.066297,-0.157927,0.120253,0.046087,0.035640,-0.991032,29.499
34370237400,24,1280,960,0.056104,0.066311,-0.157884,0.119805,0.045872,0.035488,-0.991102,29.079
34414438100,25,1280,960,0.056300,0.066365,-0.157827,0.120118,0.046011,0.035908,-0.991043,28.603
34456457000,26,1280,960,0.056443,0.066358,-0.157707,0.120059,0.045958,0.036485,-0.991031,29.137
34500167000,27,1280,960,0.056564,0.066413,-0.157595,0.120019,0.045888,0.036393,-0.991043,29.980
34543949500,28,1280,960,0.056538,0.066523,-0.157406,0.120096,0.046002,0.036354,-0.991029,30.884
34588596200,29,1280,960,0.056474,0.066565,-0.157232,0.120263,0.046339,0.036534,-0.990987,29.457
34630942400,30,1280,960,0.056402,0.066717,-0.156985,0.120506,0.046628,0.036841,-0.990932,29.217
34673839100,31,1280,960,0.056284,0.066678,-0.156853,0.120320,0.046976,0.037212,-0.990925,29.366
34719567100,32,1280,960,0.056179,0.066636,-0.156625,0.118752,0.046982,0.037391,-0.991107,28.755
34763000900,33,1280,960,0.056008,0.065525,-0.156220,0.113332,0.046988,0.036167,-0.991786,29.785
34805727600,34,1280,960,0.055651,0.063092,-0.155456,0.099924,0.046998,0.033007,-0.993336,29.045
34847520400,35,1280,960,0.055497,0.058698,-0.154717,0.076196,0.046389,0.030632,-0.995542,29.930
34890577000,36,1280,960,0.055467,0.053649,-0.153308,0.047990,0.044071,0.028256,-0.997475,29.938
34933773100,37,1280,960,0.055560,0.048116,-0.151717,0.017533,0.040562,0.025883,-0.998688,29.881
34976644900,38,1280,960,0.055756,0.042446,-0.148301,-0.014125,0.035455,0.022427,-0.999020,30.582
35024340800,39,1280,960,0.055612,0.040219,-0.145008,-0.025409,0.033451,0.021496,-0.998886,28.896
35067020400,40,1280,960,0.055377,0.038730,-0.141798,-0.033487,0.033361,0.021720,-0.998646,29.274
35110085400,41,1280,960,0.055166,0.037883,-0.138595,-0.039655,0.033972,0.022621,-0.998380,29.888
35154015200,42,1280,960,0.054925,0.037433,-0.135468,-0.043149,0.034468,0.023260,-0.998203,31.647
35200445000,43,1280,960,0.054778,0.036321,-0.132173,-0.050376,0.034213,0.023814,-0.997860,29.942
35244474600,44,1280,960,0.054758,0.036012,-0.129746,-0.051924,0.033259,0.023711,-0.997815,29.232
35292854400,45,1280,960,0.054842,0.035358,-0.128313,-0.055470,0.032041,0.022888,-0.997684,31.353
35338034400,46,1280,960,0.054804,0.034691,-0.126782,-0.058551,0.030986,0.022875,-0.997541,31.784
35384367100,47,1280,960,0.054794,0.034214,-0.126273,-0.059662,0.030517,0.023127,-0.997484,28.812
35427393600,48,1280,960,0.054725,0.034076,-0.126193,-0.059416,0.030327,0.023529,-0.997495,28.538
35469560100,49,1280,960,0.054685,0.033954,-0.126495,-0.059374,0.029941,0.023920,-0.997500,28.854
35511549000,50,1280,960,0.054767,0.034012,-0.127055,-0.058711,0.029301,0.024028,-0.997556,28.507
35553653500,51,1280,960,0.054763,0.034054,-0.127582,-0.057678,0.028554,0.024316,-0.997631,30.949
35598115200,52,1280,960,0.054751,0.034210,-0.128081,-0.056235,0.028006,0.024485,-0.997724,29.728
35640887200,53,1280,960,0.054839,0.034636,-0.128316,-0.054245,0.027701,0.024521,-0.997842,30.239
35684542500,54,1280,960,0.054696,0.035415,-0.128657,-0.049942,0.029526,0.024783,-0.998008,30.106
35727684300,55,1280,960,0.053560,0.036378,-0.128725,-0.046086,0.036705,0.026613,-0.997908,30.212
35771775800,56,1280,960,0.049997,0.038158,-0.128665,-0.036159,0.061460,0.029373,-0.997022,29.560
35815808300,57,1280,960,0.044450,0.039676,-0.129653,-0.030808,0.096796,0.039018,-0.994062,28.732
35876191700,58,1280,960,0.037178,0.041505,-0.131154,-0.025364,0.141021,0.046631,-0.988582,30.319
35920420300,59,1280,960,0.031757,0.042529,-0.132266,-0.021290,0.168564,0.046928,-0.984343,29.766
35963525300,60,1280,960,0.028489,0.042954,-0.132981,-0.019089,0.179369,0.045852,-0.982527,30.479
36007955800,61,1280,960,0.026211,0.043085,-0.133572,-0.019057,0.183465,0.044368,-0.981840,29.423
36050251400,62,1280,960,0.024627,0.042939,-0.133761,-0.018768,0.183442,0.042121,-0.981948,29.434
36092421000,63,1280,960,0.023603,0.042748,-0.133895,-0.019592,0.180690,0.038755,-0.982581,29.049
36135251400,64,1280,960,0.022585,0.042773,-0.133966,-0.018948,0.178630,0.036627,-0.983052,29.251
36182600200,65,1280,960,0.021697,0.042623,-0.134025,-0.019258,0.177099,0.034684,-0.983393,30.025
36225575900,66,1280,960,0.021107,0.042557,-0.134313,-0.018683,0.175625,0.031762,-0.983767,30.773
36269487500,67,1280,960,0.021006,0.042558,-0.134359,-0.017975,0.172791,0.029390,-0.984356,29.598
36313010000,68,1280,960,0.021647,0.042652,-0.134047,-0.017062,0.165501,0.027278,-0.985685,29.331
36355874900,69,1280,960,0.025066,0.042968,-0.133139,-0.014961,0.145519,0.025304,-0.988919,29.118
36398691300,70,1280,960,0.030602,0.043150,-0.131654,-0.011543,0.110382,0.015927,-0.993695,29.121
36443343500,71,1280,960,0.036773,0.043339,-0.130499,-0.008839,0.073005,0.009509,-0.997247,28.793
36492749200,72,1280,960,0.045501,0.044251,-0.129584,-0.004176,0.024861,0.005075,-0.999669,29.140
36535771900,73,1280,960,0.050513,0.044728,-0.129316,-0.001038,0.000631,0.004098,-0.999991,29.385
36580278900,74,1280,960,0.054235,0.044959,-0.129242,-0.000014,-0.012986,0.006732,-0.999893,29.022
36623234000,75,1280,960,0.056510,0.045033,-0.129244,0.000431,-0.017693,0.010318,-0.999790,29.560
36666595800,76,1280,960,0.057787,0.044907,-0.129192,-0.000016,-0.016777,0.014026,-0.999761,29.926
36710039200,77,1280,960,0.058592,0.044783,-0.129272,-0.000894,-0.013678,0.016730,-0.999766,30.853
36754379600,78,1280,960,0.059138,0.044668,-0.129181,-0.001080,-0.009965,0.020198,-0.999746,29.793
36798810700,79,1280,960,0.059494,0.044787,-0.129380,-0.000924,-0.008215,0.020829,-0.999749,29.232
36841245900,80,1280,960,0.059650,0.044802,-0.129432,-0.000665,-0.007589,0.021150,-0.999747,29.251
36883653700,81,1280,960,0.059681,0.045098,-0.129787,0.000471,-0.007958,0.021589,-0.999735,29.903
36927039900,82,1280,960,0.059810,0.045585,-0.129857,0.003071,-0.008553,0.021535,-0.999727,28.828
36969100600,83,1280,960,0.059913,0.046093,-0.130211,0.005387,-0.008903,0.021710,-0.999710,29.072
37010928500,84,1280,960,0.059740,0.046687,-0.130482,0.007363,-0.008464,0.022494,-0.999684,28.522
37053943800,85,1280,960,0.059513,0.047377,-0.130432,0.011599,-0.007300,0.022495,-0.999653,29.373
37096782500,86,1280,960,0.059082,0.047594,-0.130600,0.012289,-0.005620,0.023449,-0.999634,29.842
37139942500,87,1280,960,0.058722,0.047740,-0.130619,0.013312,-0.003844,0.023793,-0.999621,29.854
37183318100,88,1280,960,0.058508,0.047917,-0.130841,0.014149,-0.002204,0.024325,-0.999602,30.571
37226780300,89,1280,960,0.058351,0.048191,-0.130771,0.016044,-0.001224,0.025389,-0.999548,30.075
37270424000,90,1280,960,0.058460,0.048572,-0.130758,0.017876,-0.001362,0.025507,-0.999514,29.739
37316364900,91,1280,960,0.058596,0.048625,-0.130665,0.018402,-0.001998,0.025971,-0.999491,28.687
37358415000,92,1280,960,0.058880,0.048606,-0.130954,0.018151,-0.002727,0.026176,-0.999489,28.610
37400763900,93,1280,960,0.058938,0.048415,-0.130808,0.017390,-0.002940,0.026098,-0.999504,28.625
37442765200,94,1280,960,0.058956,0.048394,-0.130759,0.017035,-0.002646,0.026676,-0.999496,28.812
37484913700,95,1280,960,0.058958,0.048357,-0.130611,0.016779,-0.002258,0.027149,-0.999488,29.709
37527905500,96,1280,960,0.058984,0.048253,-0.130760,0.016455,-0.002286,0.027403,-0.999487,29.362
37571063000,97,1280,960,0.059100,0.048226,-0.130673,0.016859,-0.002571,0.027671,-0.999472,30.926
37617615900,98,1280,960,0.059354,0.048134,-0.130804,0.016623,-0.003027,0.028109,-0.999462,29.102
37661070900,99,1280,960,0.059509,0.048275,-0.130867,0.017232,-0.003153,0.028342,-0.999445,29.087
37704267300,100,1280,960,0.059611,0.048643,-0.130903,0.018768,-0.003289,0.028828,-0.999403,28.915
37747055300,101,1280,960,0.059607,0.049453,-0.130896,0.021021,-0.002661,0.029342,-0.999345,28.656
37789800200,102,1280,960,0.059794,0.051770,-0.130198,0.033110,-0.002194,0.028167,-0.999052,29.556
37833260300,103,1280,960,0.059677,0.053491,-0.130538,0.040330,-0.001397,0.029027,-0.998764,30.056
37878435100,104,1280,960,0.059649,0.055499,-0.130577,0.050537,-0.000437,0.029368,-0.998290,31.517
37924043100,105,1280,960,0.059595,0.059111,-0.130876,0.068469,0.001065,0.031897,-0.997143,29.285
37966932900,106,1280,960,0.059293,0.063031,-0.130772,0.094916,0.002963,0.034705,-0.994876,29.251
38009776100,107,1280,960,0.059037,0.065483,-0.131556,0.109588,0.005545,0.036098,-0.993306,29.366
38052321900,108,1280,960,0.058648,0.067295,-0.132561,0.119511,0.008049,0.036638,-0.992124,28.412
38094602100,109,1280,960,0.058225,0.068390,-0.133473,0.126125,0.010219,0.037518,-0.991252,29.469
38138361800,110,1280,960,0.057937,0.069728,-0.134351,0.134524,0.011593,0.037340,-0.990139,29.167
38183087600,111,1280,960,0.057678,0.070421,-0.135277,0.138528,0.012546,0.037657,-0.989563,29.114
38226065500,112,1280,960,0.057361,0.070827,-0.136210,0.141645,0.013091,0.037347,-0.989126,30.178
38269555700,113,1280,960,0.057115,0.070572,-0.136911,0.139755,0.013491,0.036926,-0.989406,29.175
38312177600,114,1280,960,0.056831,0.070616,-0.137153,0.140244,0.014191,0.036209,-0.989353,29.140
38354214000,115,1280,960,0.056497,0.070318,-0.137334,0.138847,0.015132,0.036095,-0.989540,29.762
38397019100,116,1280,960,0.056219,0.070498,-0.137230,0.138338,0.015979,0.035521,-0.989619,28.412
38438266700,117,1280,960,0.055906,0.070370,-0.137071,0.136957,0.016708,0.035200,-0.989810,28.889
38482636800,118,1280,960,0.055613,0.069969,-0.136853,0.134335,0.017602,0.034960,-0.990163,28.774
38524888600,119,1280,960,0.055418,0.069796,-0.136353,0.133510,0.018344,0.034549,-0.990275,29.427
38567491400,120,1280,960,0.055231,0.069612,-0.136053,0.132103,0.019108,0.034069,-0.990466,29.320
38609511000,121,1280,960,0.055113,0.069341,-0.135816,0.130212,0.019766,0.033751,-0.990714,30.163
38653579900,122,1280,960,0.055045,0.068849,-0.135592,0.127230,0.020181,0.033713,-0.991095,29.682
38696959700,123,1280,960,0.055040,0.066941,-0.135888,0.118830,0.020623,0.032872,-0.992156,29.804
38741860500,124,1280,960,0.054960,0.061714,-0.136496,0.091093,0.021069,0.032751,-0.995081,29.221
38793386100,125,1280,960,0.055010,0.057467,-0.136537,0.068009,0.021692,0.032803,-0.996909,30.598
38837401200,126,1280,960,0.054759,0.053710,-0.135314,0.048005,0.023395,0.039442,-0.997794,30.346
38881818100,127,1280,960,0.054869,0.052061,-0.133137,0.038846,0.024713,0.041728,-0.998068,29.213
38923792700,128,1280,960,0.054778,0.051078,-0.131079,0.032680,0.024951,0.041770,-0.998281,29.099
38966362400,129,1280,960,0.054644,0.050256,-0.128727,0.028542,0.024384,0.041085,-0.998450,29.800
39009361200,130,1280,960,0.054094,0.049390,-0.125944,0.026902,0.023932,0.039861,-0.998556,29.106
39051869100,131,1280,960,0.053628,0.048876,-0.123465,0.024409,0.024315,0.039362,-0.998631,28.866
39096125200,132,1280,960,0.053011,0.048274,-0.121010,0.022104,0.024917,0.038730,-0.998695,29.190
39138514600,133,1280,960,0.052310,0.047629,-0.118584,0.020897,0.025535,0.037462,-0.998753,29.331
39181329800,134,1280,960,0.051418,0.046529,-0.116456,0.019137,0.026143,0.036413,-0.998812,29.900
39224740600,135,1280,960,0.050395,0.045204,-0.114645,0.017019,0.028151,0.034137,-0.998876,29.652
39267984700,136,1280,960,0.049297,0.043629,-0.112816,0.016761,0.031049,0.031577,-0.998878,30.529
39311893900,137,1280,960,0.048669,0.043070,-0.111807,0.018998,0.033412,0.031012,-0.998780,29.591
39360205600,138,1280,960,0.047927,0.043322,-0.110133,0.029842,0.035728,0.030606,-0.998447,28.687
39402294600,139,1280,960,0.047291,0.044669,-0.108658,0.044195,0.038906,0.030809,-0.997790,29.266
39445356500,140,1280,960,0.047006,0.046084,-0.107444,0.054988,0.042231,0.030583,-0.997125,30.975
39489805200,141,1280,960,0.047373,0.047830,-0.106135,0.065648,0.044478,0.031133,-0.996365,30.643
39533393400,142,1280,960,0.048309,0.049010,-0.105296,0.072353,0.044229,0.030868,-0.995920,29.697
39576950600,143,1280,960,0.050254,0.049873,-0.105192,0.080207,0.044634,0.029659,-0.995337,29.709
39620535200,144,1280,960,0.053143,0.051159,-0.105228,0.087008,0.041645,0.033294,-0.994780,29.163
39667823900,145,1280,960,0.056712,0.052605,-0.105148,0.099937,0.038211,0.038887,-0.993499,29.091
39709602600,146,1280,960,0.060404,0.053852,-0.105874,0.108934,0.035434,0.044663,-0.992413,30.239
39753292800,147,1280,960,0.064388,0.055568,-0.107185,0.120875,0.036792,0.049258,-0.990762,29.366
39795830500,148,1280,960,0.065298,0.056660,-0.108386,0.128768,0.044482,0.050464,-0.989391,29.377
