timestamp_ns,head_pos_x,head_pos_y,head_pos_z,head_rot_qx,head_rot_qy,head_rot_qz,head_rot_qw
33315439400,0.061476,0.068409,-0.164079,0.147805,0.053522,0.047254,-0.986436
33372657000,0.061465,0.068261,-0.163907,0.146257,0.051669,0.047495,-0.986754
33417832500,0.061130,0.068208,-0.164038,0.145549,0.051449,0.047714,-0.986860
33461888600,0.060824,0.068276,-0.164354,0.144860,0.051437,0.049273,-0.986885
33514691000,0.060095,0.068645,-0.164646,0.144464,0.052078,0.047505,-0.986996
33558487900,0.059499,0.069026,-0.164615,0.144043,0.052607,0.045952,-0.987103
33602654900,0.059077,0.069283,-0.164496,0.143262,0.052811,0.043454,-0.987319
33646738400,0.058791,0.069095,-0.164287,0.140131,0.052238,0.042557,-0.987838
33689391700,0.058410,0.068981,-0.163366,0.138840,0.050764,0.041328,-0.988149
33732686700,0.058164,0.068728,-0.162582,0.135707,0.050065,0.039295,-0.988703
33777818600,0.057893,0.068087,-0.161969,0.131953,0.049087,0.037450,-0.989331
33830879200,0.057647,0.067724,-0.161354,0.129809,0.048348,0.036538,-0.989685
33873414500,0.057293,0.067514,-0.160571,0.127993,0.048141,0.035836,-0.989958
33915661400,0.056940,0.067305,-0.160180,0.127241,0.048342,0.035972,-0.990040
33958398100,0.056577,0.067120,-0.159992,0.125616,0.048799,0.035878,-0.990228
34006094700,0.056246,0.067136,-0.159801,0.124800,0.048621,0.036296,-0.990325
34049261400,0.056067,0.066951,-0.159668,0.123728,0.048069,0.036012,-0.990497
34092785700,0.055853,0.067105,-0.159311,0.124067,0.047314,0.035477,-0.990510
34142626500,0.055748,0.066956,-0.159042,0.123033,0.046568,0.035328,-0.990680
34186852100,0.055626,0.066766,-0.158736,0.122403,0.046054,0.035058,-0.990791
34229785000,0.055633,0.066545,-0.158515,0.121454,0.046153,0.034874,-0.990910
34273015700,0.055526,0.066419,-0.158276,0.120855,0.046284,0.035511,-0.990955
34314958500,0.055726,0.066256,-0.158118,0.120463,0.046426,0.035469,-0.990997
34357611500,0.055869,0.066297,-0.157927,0.120253,0.046087,0.035640,-0.991032
34401338100,0.056104,0.066311,-0.157884,0.119805,0.045872,0.035488,-0.991102
34443700300,0.056300,0.066365,-0.157827,0.120118,0.046011,0.035908,-0.991043
34486295200,0.056443,0.066358,-0.157707,0.120059,0.045958,0.036485,-0.991031
34530829100,0.056564,0.066413,-0.157595,0.120019,0.045888,0.036393,-0.991043
34575573100,0.056538,0.066523,-0.157406,0.120096,0.046002,0.036354,-0.991029
34618872900,0.056474,0.066565,-0.157232,0.120263,0.046339,0.036534,-0.990987
34660847200,0.056402,0.066717,-0.156985,0.120506,0.046628,0.036841,-0.990932
34705867600,0.056284,0.066678,-0.156853,0.120320,0.046976,0.037212,-0.990925
34749011900,0.056179,0.066636,-0.156625,0.118752,0.046982,0.037391,-0.991107
34793443700,0.056008,0.065525,-0.156220,0.113332,0.046988,0.036167,-0.991786
34835427100,0.055651,0.063092,-0.155456,0.099924,0.046998,0.033007,-0.993336
34878155400,0.055497,0.058698,-0.154717,0.076196,0.046389,0.030632,-0.995542
34921263700,0.055467,0.053649,-0.153308,0.047990,0.044071,0.028256,-0.997475
34964320200,0.055560,0.048116,-0.151717,0.017533,0.040562,0.025883,-0.998688
35009595100,0.055756,0.042446,-0.148301,-0.014125,0.035455,0.022427,-0.999020
35053935700,0.055612,0.040219,-0.145008,-0.025409,0.033451,0.021496,-0.998886
35096965500,0.055377,0.038730,-0.141798,-0.033487,0.033361,0.021720,-0.998646
35140630300,0.055166,0.037883,-0.138595,-0.039655,0.033972,0.022621,-0.998380
35186362500,0.054925,0.037433,-0.135468,-0.043149,0.034468,0.023260,-0.998203
35231047300,0.054778,0.036321,-0.132173,-0.050376,0.034213,0.023814,-0.997860
35274531300,0.054758,0.036012,-0.129746,-0.051924,0.033259,0.023711,-0.997815
35324969000,0.054842,0.035358,-0.128313,-0.055470,0.032041,0.022888,-0.997684
35370634500,0.054804,0.034691,-0.126782,-0.058551,0.030986,0.022875,-0.997541
35413832400,0.054794,0.034214,-0.126273,-0.059662,0.030517,0.023127,-0.997484
35456593200,0.054725,0.034076,-0.126193,-0.059416,0.030327,0.023529,-0.997495
35499108300,0.054685,0.033954,-0.126495,-0.059374,0.029941,0.023920,-0.997500
35540713600,0.054767,0.034012,-0.127055,-0.058711,0.029301,0.024028,-0.997556
35585259200,0.054763,0.034054,-0.127582,-0.057678,0.028554,0.024316,-0.997631
35628521700,0.054751,0.034210,-0.128081,-0.056235,0.028006,0.024485,-0.997724
35671823900,0.054839,0.034636,-0.128316,-0.054245,0.027701,0.024521,-0.997842
35715309800,0.054696,0.035415,-0.128657,-0.049942,0.029526,0.024783,-0.998008
35758575300,0.053560,0.036378,-0.128725,-0.046086,0.036705,0.026613,-0.997908
35802015400,0.049997,0.038158,-0.128665,-0.036159,0.061460,0.029373,-0.997022
35845213300,0.044450,0.039676,-0.129653,-0.030808,0.096796,0.039018,-0.994062
35907237000,0.037178,0.041505,-0.131154,-0.025364,0.141021,0.046631,-0.988582
35950853000,0.031757,0.042529,-0.132266,-0.021290,0.168564,0.046928,-0.984343
35994687500,0.028489,0.042954,-0.132981,-0.019089,0.179369,0.045852,-0.982527
36038032300,0.026211,0.043085,-0.133572,-0.019057,0.183465,0.044368,-0.981840
36080337600,0.024627,0.042939,-0.133761,-0.018768,0.183442,0.042121,-0.981948
36122121900,0.023603,0.042748,-0.133895,-0.019592,0.180690,0.038755,-0.982581
36165178900,0.022585,0.042773,-0.133966,-0.018948,0.178630,0.036627,-0.983052
36213300800,0.021697,0.042623,-0.134025,-0.019258,0.177099,0.034684,-0.983393
36257001700,0.021107,0.042557,-0.134313,-0.018683,0.175625,0.031762,-0.983767
36299746300,0.021006,0.042558,-0.134359,-0.017975,0.172791,0.029390,-0.984356
36343003300,0.021647,0.042652,-0.134047,-0.017062,0.165501,0.027278,-0.985685
36385747000,0.025066,0.042968,-0.133139,-0.014961,0.145519,0.025304,-0.988919
36428498900,0.030602,0.043150,-0.131654,-0.011543,0.110382,0.015927,-0.993695
36476308600,0.036773,0.043339,-0.130499,-0.008839,0.073005,0.009509,-0.997247
36522609000,0.045501,0.044251,-0.129584,-0.004176,0.024861,0.005075,-0.999669
36565925900,0.050513,0.044728,-0.129316,-0.001038,0.000631,0.004098,-0.999991
36609944300,0.054235,0.044959,-0.129242,-0.000014,-0.012986,0.006732,-0.999893
36653510900,0.056510,0.045033,-0.129244,0.000431,-0.017693,0.010318,-0.999790
36697181300,0.057787,0.044907,-0.129192,-0.000016,-0.016777,0.014026,-0.999761
36741660300,0.058592,0.044783,-0.129272,-0.000894,-0.013678,0.016730,-0.999766
36786155900,0.059138,0.044668,-0.129181,-0.001080,-0.009965,0.020198,-0.999746
36828767700,0.059494,0.044787,-0.129380,-0.000924,-0.008215,0.020829,-0.999749
36871196600,0.059650,0.044802,-0.129432,-0.000665,-0.007589,0.021150,-0.999747
36914212300,0.059681,0.045098,-0.129787,0.000471,-0.007958,0.021589,-0.999735
36956550300,0.059810,0.045585,-0.129857,0.003071,-0.008553,0.021535,-0.999727
36998819800,0.059913,0.046093,-0.130211,0.005387,-0.008903,0.021710,-0.999710
37040095600,0.059740,0.046687,-0.130482,0.007363,-0.008464,0.022494,-0.999684
37084023900,0.059513,0.047377,-0.130432,0.011599,-0.007300,0.022495,-0.999653
37127302600,0.059082,0.047594,-0.130600,0.012289,-0.005620,0.023449,-0.999634
37170484000,0.058722,0.047740,-0.130619,0.013312,-0.003844,0.023793,-0.999621
37214615200,0.058508,0.047917,-0.130841,0.014149,-0.002204,0.024325,-0.999602
37257508600,0.058351,0.048191,-0.130771,0.016044,-0.001224,0.025389,-0.999548
37300838200,0.058460,0.048572,-0.130758,0.017876,-0.001362,0.025507,-0.999514
37345766800,0.058596,0.048625,-0.130665,0.018402,-0.001998,0.025971,-0.999491
37387672600,0.058880,0.048606,-0.130954,0.018151,-0.002727,0.026176,-0.999489
37430039000,0.058938,0.048415,-0.130808,0.017390,-0.002940,0.026098,-0.999504
37472237600,0.058956,0.048394,-0.130759,0.017035,-0.002646,0.026676,-0.999496
37515382000,0.058958,0.048357,-0.130611,0.016779,-0.002258,0.027149,-0.999488
37557938400,0.058984,0.048253,-0.130760,0.016455,-0.002286,0.027403,-0.999487
37604166700,0.059100,0.048226,-0.130673,0.016859,-0.002571,0.027671,-0.999472
37647401700,0.059354,0.048134,-0.130804,0.016623,-0.003027,0.028109,-0.999462
37690818400,0.059509,0.048275,-0.130867,0.017232,-0.003153,0.028342,-0.999445
37733835700,0.059611,0.048643,-0.130903,0.018768,-0.003289,0.028828,-0.999403
37776465200,0.059607,0.049453,-0.130896,0.021021,-0.002661,0.029342,-0.999345
37820092100,0.059794,0.051770,-0.130198,0.033110,-0.002194,0.028167,-0.999052
37863973500,0.059677,0.053491,-0.130538,0.040330,-0.001397,0.029027,-0.998764
37910603800,0.059649,0.055499,-0.130577,0.050537,-0.000437,0.029368,-0.998290
37954138100,0.059595,0.059111,-0.130876,0.068469,0.001065,0.031897,-0.997143
37996838800,0.059293,0.063031,-0.130772,0.094916,0.002963,0.034705,-0.994876
38039791800,0.059037,0.065483,-0.131556,0.109588,0.005545,0.036098,-0.993306
38081386900,0.058648,0.067295,-0.132561,0.119511,0.008049,0.036638,-0.992124
38124739000,0.058225,0.068390,-0.133473,0.126125,0.010219,0.037518,-0.991252
38168188300,0.057937,0.069728,-0.134351,0.134524,0.011593,0.037340,-0.990139
38213092100,0.057678,0.070421,-0.135277,0.138528,0.012546,0.037657,-0.989563
38256896500,0.057361,0.070827,-0.136210,0.141645,0.013091,0.037347,-0.989126
38299470800,0.057115,0.070572,-0.136911,0.139755,0.013491,0.036926,-0.989406
38341977500,0.056831,0.070616,-0.137153,0.140244,0.014191,0.036209,-0.989353
38384632800,0.056497,0.070318,-0.137334,0.138847,0.015132,0.036095,-0.989540
38426173200,0.056219,0.070498,-0.137230,0.138338,0.015979,0.035521,-0.989619
38469651300,0.055906,0.070370,-0.137071,0.136957,0.016708,0.035200,-0.989810
38512084500,0.055613,0.069969,-0.136853,0.134335,0.017602,0.034960,-0.990163
38555031400,0.055418,0.069796,-0.136353,0.133510,0.018344,0.034549,-0.990275
38597463400,0.055231,0.069612,-0.136053,0.132103,0.019108,0.034069,-0.990466
38640354500,0.055113,0.069341,-0.135816,0.130212,0.019766,0.033751,-0.990714
38683967800,0.055045,0.068849,-0.135592,0.127230,0.020181,0.033713,-0.991095
38727439800,0.055040,0.066941,-0.135888,0.118830,0.020623,0.032872,-0.992156
38774734300,0.054960,0.061714,-0.136496,0.091093,0.021069,0.032751,-0.995081
38824660900,0.055010,0.057467,-0.136537,0.068009,0.021692,0.032803,-0.996909
38868407500,0.054759,0.053710,-0.135314,0.048005,0.023395,0.039442,-0.997794
38911698300,0.054869,0.052061,-0.133137,0.038846,0.024713,0.041728,-0.998068
38953614000,0.054778,0.051078,-0.131079,0.032680,0.024951,0.041770,-0.998281
38996819300,0.054644,0.050256,-0.128727,0.028542,0.024384,0.041085,-0.998450
39039244700,0.054094,0.049390,-0.125944,0.026902,0.023932,0.039861,-0.998556
39081390000,0.053628,0.048876,-0.123465,0.024409,0.024315,0.039362,-0.998631
39126026800,0.053011,0.048274,-0.121010,0.022104,0.024917,0.038730,-0.998695
39168511900,0.052310,0.047629,-0.118584,0.020897,0.025535,0.037462,-0.998753
39211893900,0.051418,0.046529,-0.116456,0.019137,0.026143,0.036413,-0.998812
39255154600,0.050395,0.045204,-0.114645,0.017019,0.028151,0.034137,-0.998876
39299322500,0.049297,0.043629,-0.112816,0.016761,0.031049,0.031577,-0.998878
39342176300,0.048669,0.043070,-0.111807,0.018998,0.033412,0.031012,-0.998780
39389600600,0.047927,0.043322,-0.110133,0.029842,0.035728,0.030606,-0.998447
39432221400,0.047291,0.044669,-0.108658,0.044195,0.038906,0.030809,-0.997790
39476996200,0.047006,0.046084,-0.107444,0.054988,0.042231,0.030583,-0.997125
39521101100,0.047373,0.047830,-0.106135,0.065648,0.044478,0.031133,-0.996365
39563739800,0.048309,0.049010,-0.105296,0.072353,0.044229,0.030868,-0.995920
39607443600,0.050254,0.049873,-0.105192,0.080207,0.044634,0.029659,-0.995337
39650360200,0.053143,0.051159,-0.105228,0.087008,0.041645,0.033294,-0.994780
39697592000,0.056712,0.052605,-0.105148,0.099937,0.038211,0.038887,-0.993499
39740544400,0.060404,0.053852,-0.105874,0.108934,0.035434,0.044663,-0.992413
