timestamp_ns,frame_index,width,height,camera_pos_x,camera_pos_y,camera_pos_z,camera_rot_qx,camera_rot_qy,camera_rot_qz,camera_rot_qw,capture_latency_ms
91365587900,0,1280,960,0.071323,0.075931,0.001433,-0.095140,0.018584,0.028066,-0.994895,35.309
91419140800,1,1280,960,0.071189,0.075925,-0.000867,-0.096023,0.018221,0.027622,-0.994829,34.866
91470049400,2,1280,960,0.070899,0.075994,-0.002959,-0.096370,0.019170,0.027078,-0.994793,34.180
91520533600,3,1280,960,0.070483,0.076058,-0.004668,-0.096346,0.020804,0.026573,-0.994776,34.248
91578004300,4,1280,960,0.070266,0.075984,-0.005892,-0.096707,0.021377,0.026353,-0.994734,26.840
91617054500,5,1280,960,0.070192,0.075878,-0.006588,-0.097185,0.021277,0.026239,-0.994693,29.015
91659812100,6,1280,960,0.070176,0.076022,-0.006872,-0.096181,0.021107,0.026203,-0.994795,29.518
91703499000,7,1280,960,0.070169,0.076117,-0.006996,-0.096186,0.020993,0.026371,-0.994793,28.954
91746669500,8,1280,960,0.070149,0.076330,-0.007003,-0.095296,0.021321,0.026586,-0.994865,29.167
91790051900,9,1280,960,0.070091,0.076639,-0.007196,-0.094590,0.021840,0.026633,-0.994920,30.571
91834744900,10,1280,960,0.070109,0.076824,-0.007179,-0.093609,0.022473,0.026647,-0.994999,31.357
91881921700,11,1280,960,0.070241,0.077151,-0.006887,-0.092439,0.023659,0.026208,-0.995092,29.396
91925043700,12,1280,960,0.070441,0.077262,-0.006744,-0.092214,0.024229,0.026153,-0.995101,29.274
91968034800,13,1280,960,0.070683,0.077323,-0.006801,-0.092235,0.024186,0.026550,-0.995089,29.030
92009905200,14,1280,960,0.071040,0.077180,-0.006879,-0.092603,0.023954,0.026692,-0.995057,28.954
92051498700,15,1280,960,0.071339,0.077084,-0.007146,-0.093412,0.023878,0.026476,-0.994989,29.549
92094833500,16,1280,960,0.071650,0.077172,-0.007591,-0.093373,0.023773,0.026777,-0.994987,29.732
92137796600,17,1280,960,0.071989,0.077462,-0.008089,-0.092070,0.023691,0.026957,-0.995106,28.877
92182395300,18,1280,960,0.072378,0.077837,-0.008534,-0.090779,0.023588,0.027335,-0.995216,29.396
92225317600,19,1280,960,0.072803,0.078175,-0.008757,-0.089269,0.023252,0.027584,-0.995354,30.190
92268757700,20,1280,960,0.073016,0.078268,-0.008732,-0.088922,0.022732,0.027896,-0.995388,29.343
92311524100,21,1280,960,0.073104,0.078207,-0.008660,-0.088968,0.022694,0.027980,-0.995383,29.625
92354479500,22,1280,960,0.073092,0.078200,-0.008636,-0.088914,0.023138,0.027838,-0.995381,28.831
92397056300,23,1280,960,0.073055,0.078207,-0.008643,-0.088983,0.023790,0.027459,-0.995370,29.602
92456959400,24,1280,960,0.073113,0.078401,-0.008475,-0.088502,0.024985,0.027001,-0.995397,29.144
92500544300,25,1280,960,0.073172,0.078334,-0.008402,-0.088650,0.025680,0.026965,-0.995367,32.135
92546171900,26,1280,960,0.073421,0.078174,-0.008378,-0.088764,0.026194,0.027090,-0.995340,28.748
92588200500,27,1280,960,0.073899,0.077942,-0.008727,-0.090586,0.025721,0.027141,-0.995186,29.373
92630799100,28,1280,960,0.074469,0.077831,-0.009038,-0.090488,0.024950,0.027187,-0.995214,29.511
92673919400,29,1280,960,0.074891,0.077491,-0.009976,-0.092168,0.024499,0.028149,-0.995044,29.282
92716849100,30,1280,960,0.075225,0.077712,-0.010919,-0.091833,0.024805,0.028792,-0.995049,29.167
92761687300,31,1280,960,0.075585,0.078145,-0.011925,-0.090236,0.026067,0.029389,-0.995145,29.312
92804503300,32,1280,960,0.075859,0.078288,-0.012888,-0.090555,0.027321,0.029823,-0.995070,28.984
92846252100,33,1280,960,0.076306,0.078243,-0.013432,-0.090997,0.027950,0.029748,-0.995014,29.167
92888496900,34,1280,960,0.076941,0.078058,-0.013753,-0.092495,0.027225,0.029726,-0.994897,29.457
92930780000,35,1280,960,0.077743,0.077743,-0.013584,-0.094344,0.025389,0.030449,-0.994750,31.281
92975896300,36,1280,960,0.078571,0.077391,-0.013067,-0.096466,0.022900,0.030030,-0.994620,29.091
93019166800,37,1280,960,0.078961,0.077394,-0.012494,-0.096421,0.021163,0.030058,-0.994662,29.411
93066972900,38,1280,960,0.079256,0.077536,-0.012071,-0.095684,0.020220,0.028943,-0.994786,29.213
93109686400,39,1280,960,0.079107,0.077696,-0.011868,-0.095008,0.020211,0.028266,-0.994870,29.701
93153419300,40,1280,960,0.078567,0.078048,-0.011496,-0.093905,0.021019,0.028002,-0.994965,31.357
93198888700,41,1280,960,0.077319,0.078747,-0.010688,-0.091589,0.022828,0.028133,-0.995138,30.533
93243169900,42,1280,960,0.076278,0.079173,-0.009760,-0.088958,0.025035,0.027690,-0.995336,28.725
93285379700,43,1280,960,0.074834,0.079313,-0.009064,-0.088748,0.027050,0.027574,-0.995305,29.640
93328548000,44,1280,960,0.073039,0.079688,-0.008233,-0.088753,0.030154,0.026711,-0.995239,28.862
93373440900,45,1280,960,0.071314,0.080478,-0.007134,-0.084983,0.033247,0.027752,-0.995441,29.549
93416948300,46,1280,960,0.069659,0.081160,-0.006057,-0.081239,0.036390,0.027540,-0.995649,30.067
93461430500,47,1280,960,0.068037,0.081510,-0.005292,-0.080658,0.039678,0.026735,-0.995593,30.579
93506299100,48,1280,960,0.066186,0.082374,-0.004028,-0.077230,0.043887,0.026295,-0.995700,29.480
93549346700,49,1280,960,0.064956,0.083151,-0.002744,-0.072564,0.047180,0.026510,-0.995895,29.243
93592195600,50,1280,960,0.064012,0.083687,-0.001555,-0.069436,0.049423,0.028337,-0.995958,28.954
93634659500,51,1280,960,0.063304,0.083996,-0.000424,-0.067770,0.050452,0.028967,-0.996003,28.946
93679089800,52,1280,960,0.062884,0.083997,0.000803,-0.067271,0.050361,0.028767,-0.996048,29.686
93722362000,53,1280,960,0.062647,0.083803,0.001954,-0.067938,0.049321,0.028739,-0.996055,29.121
93765440500,54,1280,960,0.062484,0.083311,0.002979,-0.069569,0.048030,0.028274,-0.996019,30.373
93809103800,55,1280,960,0.062418,0.082696,0.003959,-0.071750,0.047691,0.026856,-0.995920,30.968
93852135300,56,1280,960,0.062361,0.082220,0.004313,-0.073600,0.047861,0.027115,-0.995770,28.984
